1789.62	0.00619206
1788.62	0.00625757
1787.62	0.0063242
1786.62	0.006392
1785.61	0.00646097
1784.61	0.00653115
1783.61	0.00660256
1782.61	0.00667525
1781.61	0.00674924
1780.6	0.00682457
1779.6	0.00690126
1778.6	0.00697935
1777.6	0.00705888
1776.6	0.00713988
1775.59	0.00722239
1774.59	0.00730646
1773.59	0.00739212
1772.59	0.00747941
1771.59	0.00756838
1770.58	0.00765907
1769.58	0.00775152
1768.58	0.00784581
1767.58	0.00794195
1766.58	0.00804001
1765.57	0.00814004
1764.57	0.00824209
1763.57	0.00834623
1762.57	0.00845252
1761.57	0.008561
1760.56	0.00867175
1759.56	0.00878483
1758.56	0.00890031
1757.56	0.00901827
1756.56	0.00913879
1755.55	0.00926191
1754.55	0.00938774
1753.55	0.00951636
1752.55	0.00964784
1751.55	0.00978229
1750.54	0.00991981
1749.54	0.0100605
1748.54	0.0102044
1747.54	0.0103516
1746.54	0.0105024
1745.53	0.0106567
1744.53	0.0108148
1743.53	0.0109767
1742.53	0.0111425
1741.53	0.0113125
1740.52	0.0114867
1739.52	0.0116653
1738.52	0.0118486
1737.52	0.0120366
1736.52	0.0122295
1735.51	0.0124275
1734.51	0.0126309
1733.51	0.0128399
1732.51	0.0130547
1731.51	0.0132755
1730.51	0.0135026
1729.5	0.0137364
1728.5	0.013977
1727.5	0.014225
1726.5	0.0144805
1725.5	0.0147441
1724.49	0.0150161
1723.49	0.0152969
1722.49	0.0155872
1721.49	0.0158873
1720.49	0.016198
1719.48	0.0165197
1718.48	0.0168532
1717.48	0.0171993
1716.48	0.0175586
1715.48	0.0179323
1714.47	0.018321
1713.47	0.0187258
1712.47	0.0191479
1711.47	0.0195885
1710.47	0.0200488
1709.46	0.0205302
1708.46	0.0210342
1707.46	0.0215623
1706.46	0.0221164
1705.46	0.0226981
1704.45	0.0233096
1703.45	0.0239528
1702.45	0.0246298
1701.45	0.0253431
1700.45	0.026095
1699.44	0.0268882
1698.44	0.0277253
1697.44	0.0286093
1696.44	0.0295427
1695.44	0.0305289
1694.43	0.0315708
1693.43	0.0326717
1692.43	0.0338348
1691.43	0.0350637
1690.43	0.0363614
1689.42	0.0377315
1688.42	0.0391773
1687.42	0.0407022
1686.42	0.0423097
1685.42	0.0440031
1684.41	0.0457852
1683.41	0.0476594
1682.41	0.0496285
1681.41	0.0516953
1680.41	0.0538625
1679.4	0.056132
1678.4	0.0585058
1677.4	0.0609858
1676.4	0.0635732
1675.4	0.0662688
1674.39	0.0690735
1673.39	0.0719865
1672.39	0.0750074
1671.39	0.0781349
1670.39	0.0813672
1669.38	0.0847014
1668.38	0.0881344
1667.38	0.0916611
1666.38	0.0952766
1665.38	0.0989753
1664.37	0.102751
1663.37	0.106597
1662.37	0.11051
1661.37	0.114485
1660.37	0.118527
1659.36	0.122643
1658.36	0.126858
1657.36	0.131212
1656.36	0.135769
1655.36	0.140626
1654.35	0.145919
1653.35	0.151829
1652.35	0.158587
1651.35	0.166466
1650.35	0.175778
1649.35	0.186846
1648.34	0.199979
1647.34	0.215432
1646.34	0.233361
1645.34	0.253771
1644.34	0.276484
1643.33	0.301103
1642.33	0.327029
